Species;
Lepus europaeus;
Limnoperna fortunei;
Aquarana catesbeiana;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Rattus rattus;
Trachemys scripta elegans;
Apis mellifera;
Bubulcus ibis;
Callithrix penicillata;
Callithrix sp;
Estrilda astrild;
Felis catus;
Lepus europaeus;
Mus musculus;
Oncorhynchus mykiss;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Cichla piquiti;
Hemidactylus mabouia;
Limnoperna fortunei;
Hemidactylus mabouia;
Astyanax lacustris;
Bubulcus ibis;
Hemidactylus mabouia;
Lepus europaeus;
Mus musculus;
Sus scrofa;
Apis mellifera;
Cichla kelberi;
Oreochromis niloticus;
Coptodon rendalli;
Lissachatina fulica;
Passer domesticus;
Sus scrofa;
Apis mellifera;
Columba livia;
Apis mellifera;
Bubulcus ibis;
Capra hircus;
Columba livia;
Felis catus;
Hemidactylus mabouia;
Mus musculus;
Oreochromis niloticus;
Parachromis managuensis;
Passer domesticus;
Pheidole megacephala;
Pterois volitans;
Rattus norvegicus;
Rattus rattus;
Rhinella diptycha;
Salvator merianae;
Scinax x-signatus;
Wasmannia auropunctata;
Tubastraea coccinea;
Tubastraea tagusensis;
Hemidactylus mabouia;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Hemidactylus mabouia;
Apis mellifera;
Bradybaena similaris;
Bubulcus ibis;
Canis familiaris;
Estrilda astrild;
Hemidactylus mabouia;
Mus musculus;
Passer domesticus;
Rattus rattus;
Bubulcus ibis;
Callithrix jacchus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Hemidactylus mabouia;
Metynnis lippincottianus;
Mus musculus;
Passer domesticus;
Rattus rattus;
Sus scrofa;
Apis mellifera;
Passer domesticus;
Sus scrofa;
Apis mellifera;
Equus asinus;
Mus musculus;
Rattus rattus;
Ciona intestinalis;
Isognomon bicolor;
Leiosolenus aristatus;
Schizoporella errata;
Styela plicata;
Tubastraea coccinea;
Tubastraea tagusensis;
Bubulcus ibis;
Lepus europaeus;
Aquarana catesbeiana;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Sus scrofa;
Hemidactylus mabouia;
Isognomon bicolor;
Mus musculus;
Passer domesticus;
Pterois volitans;
Apis mellifera;
Callithrix penicillata;
Clarias gariepinus;
Hemidactylus mabouia;
Mus musculus;
Oreochromis niloticus;
Poecilia reticulata;
Rattus norvegicus;
Sus scrofa;
Apis mellifera;
Columba livia;
Mus musculus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Clarias gariepinus;
Coptodon rendalli;
Cyprinus carpio;
Lepus europaeus;
Mus musculus;
Oreochromis niloticus;
Sus scrofa;
Apis mellifera;
Lepus europaeus;
Aquarana catesbeiana;
Oreochromis niloticus;
Poecilia reticulata;
Sus scrofa;
Zaprionus indianus;
Bubulcus ibis;
Lissachatina fulica;
Passer domesticus;
Hemidactylus mabouia;
Bubulcus ibis;
Callithrix jacchus;
Callithrix penicillata;
Clarias gariepinus;
Columba livia;
Estrilda astrild;
Lissachatina fulica;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Hemidactylus mabouia;
Rattus norvegicus;
Saimiri sp;
Apis mellifera;
Columba livia;
Hemidactylus mabouia;
Mus musculus;
Rattus norvegicus;
Rattus rattus;
Apis mellifera;
Callithrix jacchus;
Cichla kelberi;
Cichla monoculus;
Clarias gariepinus;
Coptodon rendalli;
Hemidactylus mabouia;
Aquarana catesbeiana;
Passer domesticus;
Poecilia reticulata;
Pygocentrus nattereri;
Apis mellifera;
Callithrix penicillata;
Cichla monoculus;
Cichla temensis;
Coptodon rendalli;
Mus musculus;
Poecilia reticulata;
Rattus rattus;
Bubulcus ibis;
Hemidactylus mabouia;
Apis mellifera;
Hemidactylus mabouia;
Arapaima gigas;
Bubalus bubalis;
Bubulcus ibis;
Passer domesticus;
Acestrorhynchus pantaneiro ;
Bubalus bubalis;
Bubulcus ibis;
Hemidactylus mabouia;
Rattus rattus;
Callithrix jacchus;
Callithrix penicillata;
Callithrix sp;
Cichla kelberi;
Cichla ocellaris;
Coptodon rendalli;
Estrilda astrild;
Felis catus;
Hemidactylus mabouia;
Passer domesticus;
Phalloceros caudimaculatus reticulatus;
Poecilia reticulata;
Rattus norvegicus;
Rattus rattus;
Xiphophorus maculatus;
Hemidactylus mabouia;
Mus musculus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Charybdis hellerii;
Hemidactylus mabouia;
Isognomon bicolor;
Schizoporella errata;
Tubastraea coccinea;
Mus musculus;
Rattus rattus;
Callithrix jacchus;
Callithrix penicillata;
Hemidactylus mabouia;
Lissachatina fulica;
Mus musculus;
Passer domesticus;
Rattus rattus;
Apis mellifera;
Bradybaena similaris;
Clarias gariepinus;
Columba livia;
Coptodon rendalli;
Estrilda astrild;
Lissachatina fulica;
Mus musculus;
Passer domesticus;
Penaeus monodon;
Bubulcus ibis;
Hemidactylus mabouia;
Apis mellifera;
Coptodon rendalli;
Passer domesticus;
Coptodon rendalli;
Penaeus monodon;
Apis mellifera;
Bradybaena similaris;
Charybdis hellerii;
Columba livia;
Coptodon rendalli;
Lissachatina fulica;
Penaeus vannamei;
Mus musculus;
Oreochromis niloticus;
Oryctolagus cuniculus;
Passer domesticus;
Rattus norvegicus;
Penaeus monodon;
Apis mellifera;
Bubulcus ibis;
Hemidactylus mabouia;
Rattus rattus;
Clarias gariepinus;
Oreochromis niloticus;
Columba livia;
Apis mellifera;
Columba livia;
Passer domesticus;
Rattus norvegicus;
Arapaima gigas;
Apis mellifera;
Columba livia;
Coptodon rendalli;
Lissachatina fulica;
Passer domesticus;
Penaeus monodon;
Hemidactylus mabouia;
Cichla ocellaris;
Columba livia;
Passer domesticus;
Bubulcus ibis;
Saccostrea cucullata;
Penaeus monodon;
Charybdis hellerii;
Macrobrachium rosenbergii;
Penaeus monodon;
Charybdis hellerii;
Triphyllozoon arcuatum;
Tubastraea coccinea;
Tubastraea tagusensis;
Cichla sp;
Corbicula fluminea;
Mus musculus;
Oreochromis niloticus;
Apis mellifera;
Bubalus bubalis;
Columba livia;
Coptodon rendalli;
Hemidactylus mabouia;
Macrobrachium rosenbergii;
Mus musculus;
Oreochromis niloticus;
Passer domesticus;
Rattus norvegicus;
Rattus rattus;
Ciona intestinalis;
Crassostrea gigas;
Eualetes tulipa;
Isognomon bicolor;
Ophiothela mirabilis;
Perna viridis;
Pterois volitans;
Schizoporella errata;
Styela plicata;
